generation,vitesse,taille,pv
126,2.25,20.083333333333332,27.916666666666668
127,2.1666666666666665,20.416666666666668,28.166666666666668
128,2.3333333333333335,20.083333333333332,28.5
129,2.8333333333333335,20.25,29.0
130,2.75,20.25,29.25
131,2.5833333333333335,20.083333333333332,29.416666666666668
132,2.5833333333333335,20.333333333333332,30.166666666666668
133,2.4166666666666665,20.333333333333332,30.5
134,3.0833333333333335,20.166666666666668,31.166666666666668
135,2.9166666666666665,20.166666666666668,31.416666666666668
136,2.8333333333333335,20.166666666666668,31.416666666666668
137,2.5833333333333335,20.333333333333332,31.666666666666668
138,2.0,20.083333333333332,32.416666666666664
139,2.1666666666666665,20.25,32.25
140,1.8333333333333333,20.333333333333332,32.75
141,2.25,20.166666666666668,32.833333333333336
142,2.3333333333333335,20.25,33.083333333333336
143,2.9166666666666665,20.5,33.083333333333336
144,2.1666666666666665,20.666666666666668,32.75
145,2.6666666666666665,20.416666666666668,32.75
146,2.6666666666666665,20.333333333333332,33.666666666666664
147,2.6666666666666665,20.083333333333332,33.75
148,2.8333333333333335,20.0,33.833333333333336
149,2.8333333333333335,20.166666666666668,34.333333333333336
150,2.3333333333333335,20.5,33.666666666666664
151,2.5833333333333335,20.166666666666668,34.5
152,2.4166666666666665,20.333333333333332,34.666666666666664
153,2.9166666666666665,20.25,35.166666666666664
154,2.75,20.25,35.083333333333336
155,3.25,20.25,34.833333333333336
156,3.6666666666666665,20.0,35.833333333333336
157,3.25,20.25,35.75
158,3.0833333333333335,20.083333333333332,36.333333333333336
159,2.75,20.166666666666668,36.416666666666664
160,2.5,20.166666666666668,36.166666666666664
161,2.6666666666666665,20.083333333333332,36.166666666666664
162,2.0833333333333335,20.166666666666668,36.25
163,2.75,20.083333333333332,36.333333333333336
164,3.1666666666666665,20.083333333333332,36.583333333333336
165,1.75,20.666666666666668,36.25
166,1.75,20.0,36.583333333333336
167,2.0,20.25,36.5
168,1.9166666666666667,20.083333333333332,37.25
169,2.5,20.083333333333332,37.5
170,2.5,20.0,38.083333333333336
171,2.1666666666666665,20.5,37.833333333333336
172,2.4166666666666665,20.25,38.25
173,2.3333333333333335,20.25,38.5
174,2.25,20.083333333333332,39.166666666666664
175,2.1666666666666665,20.333333333333332,38.416666666666664
176,2.3333333333333335,20.25,38.416666666666664
177,2.3333333333333335,20.166666666666668,39.083333333333336
178,2.0833333333333335,20.333333333333332,39.5
179,2.3333333333333335,20.083333333333332,40.416666666666664
180,2.25,20.25,40.416666666666664
181,2.4166666666666665,20.166666666666668,40.666666666666664
182,2.5833333333333335,20.083333333333332,41.0
183,2.5,20.166666666666668,41.083333333333336
184,2.3333333333333335,20.166666666666668,41.25
185,2.25,20.166666666666668,41.5
186,2.1666666666666665,20.25,41.416666666666664
187,2.4166666666666665,20.0,41.666666666666664
188,1.6666666666666667,20.25,42.083333333333336
189,1.6666666666666667,20.25,42.083333333333336
190,1.75,20.166666666666668,42.583333333333336
191,1.75,20.083333333333332,42.416666666666664
192,1.1666666666666667,20.333333333333332,42.25
