generation,tempsmin,tempsmax,tempsmoy
2,6.338844700017944,16.207958500017412,11.126973283312205
3,7.355202500009909,14.583218100015074,11.008303558337502
4,6.562939600087702,15.771149400039576,11.629502933346279
5,8.31248930003494,15.048867400037125,12.819787150006354
6,7.420273500028998,17.16232299990952,14.941446749997946
7,9.83172149991151,18.014464400010183,14.575094766682014
8,10.278332700021565,21.345493800006807,16.480004483348846
9,14.65524260001257,22.125911500072107,18.81239080002221
10,15.183587400009856,24.0034350999631,20.100587883323897
11,16.785649999976158,25.64204160007648,21.647023275028914
12,13.851807600003667,25.03672119998373,20.511617208307143
13,19.54552300006617,25.36969369999133,22.908338716690196
14,17.030643100035377,25.140061300015077,22.11239663332041
15,18.07247350004036,27.9103247000603,23.832742266677087
16,16.169804699951783,25.87977439991664,21.964965699997265
17,15.630191000062041,27.309309400036,23.60933311667759
18,19.72116830002051,28.02587080001831,24.646202249986043
19,22.121840300038457,29.18822450004518,26.03033926667801
20,20.50974720006343,32.93382809998002,27.549844025003647
21,24.928336999961175,33.81868259992916,30.67198524165239
22,26.052760199992917,34.81940619996749,31.33325678333252
23,27.037657500011846,35.3558007000247,32.158872391679324
24,24.667928999988362,37.21038219996262,31.758559033323156
25,25.644074500072747,37.39545850001741,33.565299449992985
26,28.310118799912743,44.77606259996537,35.72115257497838
27,31.223281900049187,46.83460509998258,39.128562000007754
28,32.837387899984606,46.15793159999885,40.53287832502004
29,34.21173119999003,41.85538449999876,39.30254361665963
30,35.06031139998231,46.64431390003301,41.4778729416721
31,38.00947389996145,44.95980899990536,41.94185063333134
32,38.95743369997945,48.463654799968936,43.76823240832891
33,38.89063100004569,50.9039137000218,44.984962175008455
34,39.72206900001038,50.966228700010106,44.95598385835183
35,41.436847700038925,47.459912699996494,44.98985049999707
36,39.60536619997583,48.227568199974485,43.74707522500345
37,40.001261099940166,50.77556660003029,44.9556864000042
38,38.818447199999355,49.0816481000511,45.2467783333074
39,40.043329200008884,52.223457199987024,48.0542008583628
40,42.39728799997829,48.70375670003705,46.56420744165856
41,36.674845599918626,49.98486630001571,45.55809128332961
42,43.76114600000437,55.02553069998976,49.24626822500917
43,45.89454920007847,51.87560860009398,49.8415692083557
44,41.43633590009995,52.898010800010525,47.63678040833717
45,46.039846000028774,58.29638569999952,51.98601889165002
46,45.702590900007635,62.49962640006561,54.85099179169629
47,49.18881989992224,64.91603740002029,57.5570537999835
48,47.29316690005362,61.042543199961074,56.62590081665743
49,48.419411699986085,65.21121550002135,59.585398291654805
50,46.86257849994581,63.11114319995977,57.661693541672626
51,52.41501650004648,65.49581659992691,59.73622146666943
52,54.36236310005188,67.96253989997786,62.41058383332953
53,56.605897299945354,68.74911189998966,64.28470042501188
54,53.83902039995883,66.8946320998948,62.297922949985754
55,54.56860280002002,66.09653910005,61.791461650000805
56,54.912035599933006,65.68124459998216,62.31269827497696
57,55.12296079995576,67.20966890000273,62.63128830000642
58,59.55593729997054,67.72189789998811,63.79054099168085
59,57.959292999934405,70.71175740007311,66.69980416666174
60,58.914528699941,71.78976059996057,66.22938279165344
61,58.89625500002876,72.74837609997485,68.81370424166865
62,63.922166199889034,73.6668790000258,69.67756262500188
63,64.2107995999977,75.56123310001567,70.51641424999495
64,64.83617659995798,78.07799740007613,72.71691119999741
65,63.835997299989685,74.78318640007637,70.55258722499518
66,61.04469270003028,78.08019869995769,72.34520740832279
67,67.3885900999885,77.41281999996863,73.48993473336061
68,68.91347630007658,80.85479959996883,75.70879959167603
69,72.13460949994624,80.99352010001894,77.30704529999639
70,70.11885699990671,78.82825479994062,75.1068785666527
71,66.11210269993171,80.64142720005475,75.97165560833916
72,66.60125200008042,75.55711940000765,70.87290825000188
73,61.889875299995765,79.40457640006207,72.91012076666811
74,65.6519945000764,76.86374679999426,74.9225132666664
75,69.35630220000166,77.84606129990425,73.87750775832683
76,64.97859020007309,82.1981585000176,74.71554010000546
77,66.33099110005423,78.23150200000964,74.19897703334573
78,63.85804990003817,80.42747180000879,74.31827687500238
79,65.25999050005339,78.46050190005917,74.12785544167855
80,72.78644439997151,91.019651300041,81.37299580832284
81,67.82700010004919,88.58030690008309,77.7264786749826
82,64.40573999995831,83.78595729998779,76.93787520833818
