generation,tempsmin,tempsmax,tempsmoy
113,54.59135160000005,74.65157940000063,66.32173975833393
114,41.94089870000607,75.50880699999834,65.21504625000125
115,42.62939909999841,70.61767580000014,58.03018155833282
116,43.93027250000159,71.38249209999776,57.88413097499991
117,47.29507680000097,73.85873929999798,62.123540916666265
118,48.982893300002615,68.33174149999832,60.66163360833283
119,51.98560780000116,71.19752000000153,61.25569401666629
120,39.32473890000256,77.42380640000192,58.68538488333252
121,49.84491240000352,65.79471270000067,58.856200950001345
122,44.61178540000401,72.43239699999685,60.424319408333155
123,49.89814260000276,76.70132230000308,63.45688303333494
124,43.217503599997144,84.01764849999745,69.13043596666587
125,48.88267210000049,65.09695439999632,59.03878829166812
126,49.065781499994046,75.28040860000328,67.4188305166681
127,48.495648600001005,81.72351479999634,67.1475929666661
128,55.05264569999417,76.27267089999805,67.78593130833299
129,47.11626509999769,81.37270269999863,64.6853978333329
130,45.657945600003586,87.31837339999765,65.91036715833313
131,50.80261800000153,79.81084440000268,67.92791177500112
132,50.37619490000361,77.64514260000578,64.8511543583348
133,40.695386600003985,79.43164019999676,65.396957925
134,49.38360620000458,82.46411269999953,67.0598451499997
135,44.62818930000503,84.52940890000173,73.2915986416665
136,57.735358899997664,85.12280149999424,71.95688556666512
137,58.755689199999324,85.56374090000463,76.70170523333218
138,48.06588489999558,82.17534629999864,67.34795051666576
139,51.668675200002326,82.34548270000232,66.51582260000093
140,45.64334740000049,85.79738550000184,71.34800045000036
141,53.74022789999435,83.90584859999944,69.58203809166419
142,55.401785900001414,78.494958700001,69.00520325833106
143,57.97353850000218,80.02718720000121,67.65659609166748
144,53.83454300000449,87.8622858000017,69.57219710000027
145,54.52866660000291,78.31969350000145,67.84254320833377
146,60.632954500004416,80.48277429999871,72.0496844750002
147,47.11797690000094,80.69805340000312,69.2062110666684
148,51.441840699997556,84.66033839999727,70.48544749166649
149,59.800560399999085,77.51248189999751,70.1429807250006
150,64.18132340000011,79.72567329999583,73.63314250833234
151,62.93693519999215,79.92465429998992,71.58986076666406
152,55.60011040000245,83.20361240000057,71.50518996666506
153,55.89783060000627,80.74074510000355,72.00176775000243
154,51.46374240001023,78.75394070000038,66.53727734999968
155,51.34787440000218,75.94864719999896,67.1474484833343
156,58.89568350001355,83.21564249999938,71.17193404999973
157,51.13935360001051,80.24507959999028,67.75789492500189
158,52.78983199999493,86.43729580000218,73.32669690832942
159,58.58708420000039,81.12201890000142,70.78718404999988
160,56.59284559999651,79.98625119999633,68.84468025833
161,51.92797169998812,87.87069599999813,71.60586598333005
162,64.87987469999644,86.73586869999417,76.91470338333117
163,59.35979740000039,88.04884129999846,75.5471978500027
164,66.66908730000432,91.12706159999652,77.82743891666541
165,53.61978370000725,76.95887740000035,69.64496835000197
166,52.15979770000558,82.26930289999291,68.87950630833318
167,57.62126790000184,82.65543980000075,71.91508266666763
168,60.38984530000016,82.38656849999097,72.63369215833275
169,56.79657020000741,84.25878629999352,69.40875059166865
170,59.89211340001202,87.00189889999456,71.20693383333492
171,56.76554780000879,82.62669379998988,72.17284263333568
172,53.11271650000708,80.67826679999416,68.62580904166923
173,49.465123599991784,70.66452799999388,61.40751169166591
174,52.633757199990214,86.14502260000154,73.69139236666645
175,57.99435639999865,74.96632540000428,66.05112370833376
176,43.16516839999531,74.99819379999826,63.25460822500221
177,53.91999320000468,71.60842140000022,64.8774484416681
178,54.81252089999907,74.80283339999733,68.80704113333438
179,54.97065229999134,80.7361252999981,67.74227517499942
180,54.77014379999309,83.53976859999239,68.54318621666243
181,60.36339620000217,85.3334337999986,73.23060343332934
182,55.498515600003884,84.76214580000669,75.23264852500022
183,56.9521420999954,87.22616129998642,75.52807289999812
184,52.0553254000115,78.56048879999435,68.31250742500197
185,59.194803599995794,83.65286659999401,68.18020319999899
186,47.48100330001034,73.42416130000493,62.02059875833705
187,47.55835520000255,83.4253405000054,71.61035607499798
188,56.26095239999995,82.86929919999966,72.71032110833039
189,56.88120319999871,100.81297970000014,77.35129922499982
190,62.98237240000162,89.88192139999592,76.68244369999957
191,62.23412019999523,88.29216799999995,76.1922862249994
192,62.080346800008556,90.88883650000207,77.72058478333201
193,63.24517239999841,81.95029140000406,73.70402601666622
194,63.42596900000353,92.98568550001073,78.90130045833332
195,66.18777299999783,88.98554190000868,78.62990680833416
196,69.72959979998996,93.59272130001045,82.61835539999932
197,65.26528209999378,95.13555940000515,81.33156234167109
198,59.300846099999035,90.63577090000035,74.67748353333324
199,55.03915970001253,91.35282949999964,76.12709790833105
200,62.04723879999074,92.45526929998596,74.44321149166596
201,54.24534880000283,75.18323819999932,66.71318234166635
202,58.86967859999277,78.30475029999798,70.2876658999982
203,64.64081129999249,89.47663679999823,78.49038739999985
204,60.422685600002296,92.43030370000633,77.04499235000064
205,62.46213240000361,91.13745190000918,78.23177360833627
206,66.81335810000019,86.34587290001218,76.88783130833326
207,65.65180479999981,96.4845476999908,80.47723184999752
208,67.09269559998938,95.2371792000049,82.05129924166492
209,67.27480389999982,93.52938619999622,80.85048956666651
210,62.73363309999695,93.42293600000266,80.52469040000385
211,66.03193050000118,97.98873090000416,85.53880316666498
212,69.47004710001056,96.28766729999916,87.31299026666966
213,71.84852650000539,98.11739650000527,89.0481898166666
214,67.94853010000952,96.54182199999923,84.30677528333278
215,68.18490930000553,100.31356779999624,89.07338880833413
216,69.63496189999569,97.56466109999747,86.0321175416672
217,69.6970941000036,102.92176120000659,86.82018997499956
218,72.76790780000738,95.32772339999792,85.36724513333077
219,71.81706789998861,97.08166690000508,85.38737449999947
220,79.21973029999936,103.14120900000853,94.84058831666577
221,64.59338159998879,108.59269760000461,92.28371014999964
222,71.53325550000591,101.87450039999385,92.28861434999878
223,67.47758160000376,91.20519330000388,81.12724429166944
224,71.93052049999824,102.10772269999143,92.00496573333294
225,65.44041239999933,104.1471007999935,88.03349954999673
226,74.7068975000002,103.20642069999303,88.62766642499871
227,68.4065505000035,99.84896509999817,85.41500868333362
228,70.5924750000122,95.86833500000648,85.64254230833224
229,68.17609930000617,110.24146119999932,94.14323384166589
230,76.86326090000512,105.27718820000882,94.16443420833336
231,71.12042479999945,105.99452680000104,94.60864256666657
232,66.21596289999434,97.3803467000107,84.93899724166477
233,74.2803614000004,106.3140160000039,90.16052194166575
234,80.8599353999889,104.94731199998932,91.41519436666204
235,69.1460134999943,105.12272729999677,93.11248862500118
236,75.15516550000757,101.72564150000107,90.27626075000323
237,75.14529640000546,95.50929380000161,85.89123173333307
238,70.75270050000108,99.44811260000279,85.97795517500224
239,74.16929570000502,96.62989230001403,85.78084697500042
240,70.38338780000049,107.62694760000159,93.33394652499919
241,72.62795199999528,100.05928290000884,86.21774238333455
242,73.35235159999866,107.82702019999851,92.18691899167
243,74.52464210000471,101.53267889999552,91.06465373333413
244,80.2062711000035,107.54820789999212,93.92251176666589
245,73.58375659999729,111.51271989999805,94.0129610833319
246,74.12199519999558,106.22499789998983,91.46241187499861
247,77.189918700009,109.50588209999842,94.93221067500174
248,80.42574859999877,111.26936710000155,92.92564695833426
249,78.53151050000452,110.59548570000334,90.4832493749988
250,77.8845244999975,99.69425200000114,90.28454521666815
251,69.89661070000147,110.05703250000079,93.08058516666642
252,77.98921319999499,108.85640930000227,90.93250349999653
253,68.0523317999905,104.57323429999815,90.03331061666661
254,77.70724219999101,107.68555350000679,87.63262465000055
255,80.27790509999613,113.7060630999913,96.72525119166555
256,75.04843779999646,106.54262019999442,96.30477417499908
257,68.38692050000827,109.1367501999921,94.34585953333469
258,73.76335890000337,105.37682600000699,93.69537939166791
259,78.10208160000911,109.34074830000463,94.02923419166473
260,71.558097000001,109.86277680000057,93.88610202500179
261,77.84028619999299,109.42471870000008,95.17612510833351
262,80.22206510000979,96.19550460000755,89.72824486666529
263,78.40373420000833,104.03479599999264,93.8029072666662
264,76.29779540000891,105.2718268000026,89.32723645833418
265,69.01711080000678,110.36644360001083,91.06721897500272
266,71.77338960001362,108.21638650000386,89.18617780833301
267,73.97697460000927,112.02662839999539,93.04402175833457
268,77.48133779999625,112.7728008999984,98.50183249999584
269,79.16756479999458,113.52693149998959,93.99890329166494
270,78.09872330000508,104.21781839999312,94.72355230833516
271,77.89569210000627,112.93281349999597,97.86897230833347
272,83.7711460999999,108.7009795000049,98.13979674166694
273,84.30860689999827,111.70153820000996,100.87471170833305
274,81.0544574999949,111.65781210000569,97.8032406500012
275,82.39497589999519,115.87447680000332,100.02497592500124
276,78.06903990000137,117.19160629999533,95.7465953166696
277,83.76229729999613,106.61184450000292,97.80354373333346
278,83.0560048000043,122.63214780000271,102.79737165000309
279,85.12734849999833,111.35573209999711,98.63915403333158
280,73.85990470000252,113.41523939999752,101.09669348333652
281,84.43975320000027,112.20908329999656,101.25520093333034
282,86.15808829999878,111.48757209999894,104.47798174166626
283,81.93471649999265,113.11337550000462,98.69056530833525
284,89.57767770001374,121.26994550001109,110.45195480000136
285,78.41458509999211,113.79687400000694,102.89097033333262
286,82.72245510001085,112.7809702999948,99.78500218333284
287,88.05615209999087,122.58049780000874,102.54893229166676
288,83.4270691999991,115.48882889999368,102.9810618666658
289,71.6698497999896,122.7876580000011,102.4443703416667
290,83.7910023000004,110.19402010001068,102.20281858333692
291,90.61270769999828,129.73786750000727,111.90156869166701
292,90.47321480000392,125.13022010000714,110.56604876666582
293,85.56803770000988,125.23315080000611,106.35082892500334
294,85.9168697999994,120.53427069999452,108.0337112916665
295,89.03888829999778,121.7466293000034,101.34011544166788
296,84.73780600000464,121.66665309999371,110.31905154166573
297,93.70840459999454,126.9103604999982,114.16524696666481
298,90.59604999999283,131.30924279999454,111.97199379166462
299,88.13433300000906,125.76635159998841,112.06150121666603
300,92.11688729999878,125.00074499999755,115.0125819833338
301,82.7437418000045,121.05036680000194,106.01365226666894
302,90.92777609999757,121.95868899999186,110.41884550000395
303,92.84881929999392,124.05126469999959,108.24619809166688
304,87.73138440000184,119.48072079999838,106.89083765833372
305,92.2175006000034,122.56527779999305,109.37656019166752
306,92.01459809999506,128.97149999999965,110.98467469166523
307,88.12906629999634,133.4039291000081,112.80823621666666
308,84.51833660001284,128.23206320000463,110.5242713166687
309,88.66435219999403,127.71181759999308,113.32407990833235
310,87.54355219998979,129.14302930000122,115.05404284166555
311,99.78462059999583,129.64252629999828,117.10302628333254
312,91.40188849999686,124.16845150000881,110.58144073333581
313,96.85469959999318,129.9435924999998,117.91952521666462
314,93.73072030000912,131.73900590000267,114.50005478333333
315,101.01033839999582,127.75643900000432,118.97641462500299
316,101.625237500004,144.03487999999197,120.62020985833199
317,93.84921949999989,137.20045940000273,112.03296215833204
318,97.98952499999723,132.35482140000386,119.41665949166782
319,95.65626780000457,135.52050230000168,115.60664760833363
320,92.48791830000118,124.15649390000908,110.64198414166579
321,94.23274559999118,122.23622869999963,107.46661707499759
322,91.8620682000037,134.84609939999063,118.8025135666685
323,100.7957263999997,132.96870829998807,119.5037513249966
324,100.22789249999914,138.02578809999977,113.5863704833367
325,93.71774249999726,113.54470779999974,107.19670909166598
326,93.76382950000698,124.08204500000284,108.59984061666789
327,98.50897260000056,133.62392309999268,115.92345884166691
328,101.15466379999998,131.7633472999878,112.59819402499852
329,101.03505500000028,137.3744364000013,118.73430200833415
330,92.86282429999846,128.15080800000578,114.1495087000003
331,95.28875079999852,131.0223011999915,117.11939428333305
332,100.861470799995,140.07184119999874,120.65672085833528
333,97.3217336999951,132.17038440000033,117.23066308333485
334,98.7104657000018,136.3619413000124,116.85594156667018
335,99.72594410000602,138.64404430000286,124.27641387500141
336,96.6968341999891,130.6650079999963,119.48839006666337
337,96.84795719999238,139.10133730000234,117.42918554999778
338,89.46015869999246,134.50272600000608,121.31874724999822
339,94.16749079999863,130.51718970001093,115.22023960000054
340,92.54013360000681,136.84304890000203,121.66250284999842
341,92.2292119999911,130.3688977999991,117.4049761666635
342,95.3126762000029,133.48745079999208,119.92308116666634
343,102.05858979999903,130.6614377000078,125.3380421000038
344,96.52108150000277,135.14767950000532,123.19411631666662
345,102.22411450000072,132.8991709999973,122.52609327499886
346,101.65274930000305,135.95316069999535,125.19070841666446
347,100.31702900001255,130.36769549999735,119.38453024166908
348,98.47110670000257,135.81505609999294,119.86086477499703
349,89.86466059999657,131.3340828000073,116.07903645833237
350,97.17006330000004,127.5600473999948,117.36755780833239
351,86.61853570000676,133.9995867999969,115.87499675833412
352,86.31213459999708,132.3724258000002,122.03295819999646
353,93.83625810001104,133.32551219999732,120.1143801916672
354,96.12172549999377,139.13607140000386,124.96125826666564
355,94.66517480000039,135.31518360000337,120.80379967500023
356,108.72727139999915,140.4297005999979,129.20531484999933
357,97.94335169999977,135.27692469999602,122.5002776166669
358,111.12773700000253,138.97664459999942,131.88851008333222
359,98.96391550000408,145.40111649999744,130.63577296666335
360,105.65172249999887,141.05661829999008,128.93200568333123
361,104.005387600002,141.79101789998822,127.98601508333256
362,98.5484279999946,138.7852983000048,125.90148384166848
363,101.4329851000075,140.62901370000327,126.87263602500268
364,103.0018235000025,143.37809600000037,125.33296036666677
365,104.62309970000933,142.56428710000182,131.73392885833164
366,104.88340269999753,143.17353309999453,126.4289403583316
367,98.98339510000369,142.20632460000343,127.58561314166825
368,101.2705985000066,146.84029179999197,126.66968272500162
369,105.20364160000463,140.9215633999993,127.82075114166946
370,91.61332669999683,135.46752710000146,120.89114249999936
371,97.92972369999916,127.67562120000366,116.99602782500006
372,103.96360560000176,129.45564850000665,112.47604387500178
373,89.71816109999781,138.9666634000023,118.22084009166792
374,108.56866479999735,145.65300930000376,133.62787128333244
375,93.05551589999232,147.70243230000779,129.72529859166752
376,80.94373520000954,134.2573451000062,112.3687435083375
377,105.14459690000513,139.90260080000735,131.6491738416662
378,103.02240750000055,140.53897490000236,120.30932875000265
379,101.21601180000289,121.6393526000029,113.23085314999844
380,100.73493489999964,142.01917179999873,118.08264644166532
381,92.95848190000106,141.56489870000223,118.93669433333343
382,87.25864089999232,134.67123690000153,111.38896416666466
383,96.57987339999818,143.94469720000052,114.46354435000103
384,77.76020140000037,114.77240299999539,101.21027203333627
385,84.9707219999982,122.14793380000629,102.2334673916642
386,84.67757269999129,127.43309629999567,108.24185961666444
387,82.57018890000472,115.76982059999136,108.1802799666669
388,67.93545429999358,123.1713727999886,99.47502435833303
389,78.03035580000142,113.4842132999911,103.18293153333313
390,75.47613450000063,117.0528392999986,107.27801141666593
391,89.6238056000002,121.7205113999953,108.6086814416667
392,96.93812419999449,116.79726399999345,109.28727888332894
393,83.61759949999396,123.96058230000199,105.25574224166606
394,91.202148700002,143.52551750000566,123.08450224999979
395,100.41515659999277,134.34303569998883,114.13728514999941
396,90.14728350000223,124.16286919999402,111.8446998916673
397,81.90865369999665,150.06060339999385,115.49043732499801
398,91.2726307999983,131.88827840000158,113.0830347333346
399,93.94533439999213,129.62223620001168,115.32505125833389
400,88.35461829999986,133.2761496000021,113.03066893333501
401,109.2392233999999,145.19085149999592,132.07664826666587
402,94.16926660000172,150.59399100000155,122.79775352500049
403,97.41911870001059,146.967350299994,120.48171112499888
404,103.25415810001141,132.03708970001026,118.61826025000119
405,96.23602719999326,142.0050110000011,116.68450140000034
406,103.6145719000051,131.60442719999992,115.44373990000167
407,99.55703470000299,135.78650039999047,118.79413247499906
408,94.3986631000007,148.59941150000668,117.54145198333693
409,108.31444010000268,144.03035449999152,126.94101045833425
410,94.79666740000539,156.71452619999764,121.39664211666725
411,91.71915390000504,146.42594310001004,124.48825184166829
412,99.03426980000222,142.43670100001327,125.04362677499982
413,87.32355400000233,145.26290650000738,122.16492270000163
414,107.25202360001276,149.37047480000183,131.11019126666847
415,92.74164019999444,152.36671419999038,127.52803662500082
416,104.75424579999526,147.79472879999958,127.48681374999917
417,101.97330860000511,140.96002919999592,123.4534550666637
418,105.18054899999697,152.00570529999095,126.38957241666503
419,98.1735320000007,147.68000270001357,125.10155315833254
420,87.24576469999738,139.9538048999966,115.77189999999973
421,99.15133900000365,123.05510569999751,113.94300010000006
422,95.88714999999502,140.53330650000134,119.17811485833347
423,104.5910506999935,140.0531980000087,119.68148693333205
424,99.548475100004,143.50051769999845,121.1833531166667
425,107.87341299999389,144.59020770000643,125.63066818333391
426,86.89896519998729,135.74368079999113,114.31359019166727
427,105.04184770000575,132.81151200000022,120.87715759166774
428,107.46689370000968,142.59745760000078,124.83575883333349
429,107.93010509999294,140.06297959999938,125.03819316666825
430,104.96753219999664,147.30713640000613,130.52011773333288
431,104.67067710000265,152.9686953999917,125.78760974166653
432,113.67906880000373,155.52495550000458,132.19450529166716
433,90.67960540000058,147.14856370000052,126.22100522500114
434,112.13923459999205,137.8408638999972,126.04547257499992
435,117.31348219999927,156.58821279999393,141.11172414166745
436,109.93177769999602,163.682020200009,140.64589994166576
437,114.96053440000105,166.71624290000182,141.1190059166644
438,111.31384259999322,137.72756680000748,127.34210769999966
439,118.55369879999489,162.951868499993,140.890761349999
440,105.8758194999973,155.3296377999941,128.8726382666658
441,119.27864619999309,159.43961839999247,141.87078009166362
442,121.09263260000444,159.83891819999553,141.04450910833353
443,116.99048610001046,154.29244020000624,137.8251605000005
444,113.94769279999309,163.79656899999827,140.14497019166689
445,118.89293920001364,155.39053290001175,137.1538126166682
446,120.82878009999695,154.20484160000342,139.24486639166935
447,109.95278039999539,147.29579119999835,130.44431645833416
448,114.50555829999212,156.7894016999926,138.05451057499886
449,111.6425969999982,160.24441739999747,138.38868672499908
450,123.21019080000406,169.7517863999965,146.1572222249973
451,116.75097860000096,157.308022600002,138.2630197999982
452,127.33844779999345,164.15122020000126,146.81219649999912
453,114.09016699998756,162.24773960000311,145.3294828166654
454,123.61783879999712,166.8479190999933,142.89470881666543
455,123.17693340001279,168.37175989999378,149.01711123333493
456,122.51004300000204,153.73273099999642,138.89942894999936
457,116.34368419999373,166.17187489999924,135.66499254999871
458,117.19306880001386,158.49833630000649,136.0908143166671
459,122.76941040001111,165.0297503000038,144.09838149166777
460,113.20088080001005,166.1553819999972,139.3163030583346
461,106.39652650000062,163.5106095999945,139.1194651499985
462,113.93441639999219,164.34767410000495,134.70794767499925
463,116.50862779999443,167.52467430000252,145.3024378416679
464,113.74490679999872,168.16534700000193,141.20812445000288
465,129.6297639000113,173.0814143000025,154.21926339999968
466,118.30868639999244,163.7725286999921,142.14941063333268
467,124.62027110000781,162.82827539999562,145.26921319166527
468,109.48078450000321,160.09980090000317,138.37964797500294
469,127.68687960000534,162.7797334999923,148.7523428083332
470,128.3093172999943,175.6179520000005,153.1702240083323
471,108.97348030000285,179.76654119999148,150.5510205749973
472,123.85631000000285,164.54804839999997,148.9901294166666
473,132.71736070000043,173.8916135000036,157.4889438666663
474,108.73620959999971,173.37759869999718,145.98505172499912
475,133.8690776000003,163.3409421999968,147.3767488
476,132.22197709999455,167.0725489000033,154.02101063333248
477,129.7078421999904,165.90280100000382,152.44580747500004
478,122.09271550000994,166.05517629999667,146.76197891666865
479,128.92191229999298,172.33313520000956,153.4831227583321
480,123.37131149999914,172.9980188999907,156.7253065749986
481,127.61502979999932,174.485486199992,155.0554669083334
482,129.31808640000236,172.89506009999604,159.62884268333315
483,121.72135479999997,166.44343949999893,149.52433372500187
484,128.53188559999398,178.5648591000063,157.34595220833458
485,126.00151220000407,171.7670858000056,146.98212887500145
486,115.3052483000065,170.83921890000056,144.45499927499864
487,128.90054889999737,175.42491490000975,150.93965513333265
488,124.7585287999973,174.88694609999948,151.64725157500047
489,129.26799229999597,177.8754382999905,156.21323703332988
490,120.15971300000092,165.55348260000756,143.1618012083321
491,124.74043209999218,174.1938913000049,153.4027495583323
492,128.76487499999348,174.54482549999375,157.11092790833086
493,126.61661890000687,171.56702970000333,159.1536816333343
494,127.76904299999296,172.15107279999938,160.72867447499934
495,126.11364329999196,163.20552580000367,150.58354731666623
496,121.20583380000608,175.26781479999772,145.10704181666733
497,121.77655510000477,171.80410499998834,149.75131540833172
498,126.52696360000118,172.2730171000003,157.87449056666688
499,126.54062320000958,177.85966010000266,153.20803508333483
500,124.41044099999999,177.95887149999908,149.26447319166618
501,115.95053560000088,171.18467720001354,151.71972529167033
502,124.62361469998723,172.6159214000072,151.48440242500268
503,128.8378345000092,173.492837400001,151.2453328583324
504,124.50389429999632,176.5391454000055,160.07322489166594
505,142.85816790000536,176.99396680000063,162.05990394999995
506,128.11439319999772,175.90892429999076,160.8896426499996
507,138.67447340000945,181.85864839999704,170.66738648333316
508,130.91067830000247,177.0933531000046,159.9345902249976
509,126.14997479999147,176.2621569999901,156.4012714833334
510,126.60803109999688,180.29471689999627,159.80271398333448
511,126.62428530000034,182.3243039999943,156.89887408333257
512,115.89388770000369,180.66289079999842,154.7490807000007
513,118.12996869999915,177.96118689999275,160.297363166667
514,128.3135675999947,176.80374670001038,159.7620520916668
515,131.71364590000303,180.69814269999915,163.15204338333206
516,135.7620176000055,178.54489449999528,163.31325990833406
517,119.73740759999782,177.85860870000033,156.8695025500007
518,135.64572689999477,177.12333489999583,168.37518121666653
519,130.0809070999967,183.03777699999046,160.7539291916643
520,131.12074739999662,181.31017959999735,161.06338968333148
521,136.92791519999446,179.97374220000347,162.26257739166735
522,129.3005348000006,173.36349200000404,160.07679323333164
523,135.28114929998992,176.38373220000358,162.30490105000476
524,122.4765264000016,178.03790399999707,158.80431811666858
525,128.8991032999911,175.23384130001068,161.30862103333493
526,122.95654140000988,178.7039516000077,148.0193796666681
527,138.36296759999823,179.14167050000106,168.71900105833265
528,127.08359739999287,179.3089753999957,164.5063953999961
529,124.21318109999993,171.4844987999968,151.16212946666565
530,126.98165719999815,172.89602519999607,149.9292700749999
531,120.45138109999243,175.5976742000057,153.74412979166422
532,126.59531220000645,175.0221057000017,155.42501374999847
533,124.67355760000646,172.75983889999043,143.6288609166671
534,120.84875229999307,162.8250587999937,140.0307538249981
535,119.40502370000468,175.0811839000089,154.51826528333672
536,126.63072889999603,173.08590620000905,157.91996459166816
537,137.731738699993,183.41605049998907,167.85826055000265
